total number of customers ,Revenue ,Total _duration ,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,stays_in_week_nights,arrival_date_day_of_month,stays_in_weekend_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
2,65,1,Resort Hotel,0,5,2016,June,26,0,20,1,2,0,0,BB,PRT,Corporate,Corporate,1,0,4,A,C,0,No Deposit,87,355,0,Transient,65,0,0,Check-Out,2016-06-21
2,98,2,Resort Hotel,0,4,2015,December,51,1,14,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,87,353,0,Transient,49,1,0,Check-Out,2015-12-16
1,35,1,Resort Hotel,0,0,2015,December,51,1,15,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,87,290,0,Transient,35,0,0,Check-Out,2015-12-16
1,56,1,Resort Hotel,0,0,2016,April,16,1,13,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,E,0,No Deposit,87,399,0,Transient,56,0,1,Check-Out,2016-04-14
1,56,1,Resort Hotel,0,1,2016,May,20,1,10,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,3,A,A,0,No Deposit,87,399,0,Transient,56,0,1,Check-Out,2016-05-11
1,150,2,Resort Hotel,0,2,2017,June,26,2,28,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,4,A,A,0,No Deposit,87,399,0,Transient,75,0,1,Check-Out,2017-06-30
1,38,1,Resort Hotel,0,0,2015,December,51,1,16,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,286,0,Transient,38,0,0,Check-Out,2015-12-17
1,35,1,Resort Hotel,0,0,2015,December,51,1,16,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,31,0,Transient,35,1,0,Check-Out,2015-12-17
1,45,1,Resort Hotel,0,0,2016,April,15,1,7,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,87,31,0,Transient,45,1,0,Check-Out,2016-04-08
1,35,1,Resort Hotel,0,0,2015,December,51,1,16,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,31,0,Transient,35,1,0,Check-Out,2015-12-17
1,25,1,Resort Hotel,0,0,2015,December,51,1,17,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,87,144,0,Transient,25,0,0,Check-Out,2015-12-18
1,25,1,Resort Hotel,0,0,2015,December,51,1,17,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,87,144,0,Transient,25,0,0,Check-Out,2015-12-18
1,35,1,Resort Hotel,0,0,2017,January,3,1,18,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,87,144,0,Transient,35,0,0,Check-Out,2017-01-19
1,160,4,Resort Hotel,0,0,2015,December,51,3,14,1,1,0,0,HB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,87,110,0,Transient,40,0,1,Check-Out,2015-12-18
1,160,4,Resort Hotel,0,0,2016,January,2,3,4,1,1,0,0,HB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,87,110,0,Transient-Party,40,0,1,Check-Out,2016-01-08
1,160,4,Resort Hotel,0,0,2015,December,51,3,14,1,1,0,0,HB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,87,110,0,Transient,40,0,1,Check-Out,2015-12-18
1,160,4,Resort Hotel,0,0,2016,January,2,3,4,1,1,0,0,HB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,87,110,0,Transient-Party,40,0,1,Check-Out,2016-01-08
1,25,1,Resort Hotel,0,0,2015,December,52,1,22,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,94,0,Transient,25,0,0,Check-Out,2015-12-23
1,75,1,Resort Hotel,0,3,2017,June,23,0,5,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,87,94,0,Group,75,1,0,Check-Out,2017-06-06
1,25,1,Resort Hotel,0,0,2015,December,52,1,22,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,94,0,Transient,25,1,0,Check-Out,2015-12-23
1,30,1,Resort Hotel,0,10,2015,December,53,0,28,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,54,0,Transient,30,0,0,Check-Out,2015-12-29
1,80,2,Resort Hotel,0,0,2015,December,53,1,28,1,1,0,0,HB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,110,0,Transient-Party,40,0,0,Check-Out,2015-12-30
1,80,2,Resort Hotel,0,0,2015,December,53,1,28,1,1,0,0,HB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,110,0,Transient-Party,40,0,0,Check-Out,2015-12-30
2,62,2,Resort Hotel,0,7,2015,December,53,2,29,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,F,0,No Deposit,87,113,0,Transient,31,1,1,Check-Out,2015-12-31
2,90.6,1,Resort Hotel,0,0,2016,May,19,1,7,0,2,0,0,BB,PRT,Corporate,Corporate,1,0,2,D,D,0,No Deposit,87,113,0,Transient,90.6,1,1,Check-Out,2016-05-08
1,37,1,Resort Hotel,0,5,2016,January,2,1,5,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,87,159,0,Transient,37,0,0,Check-Out,2016-01-06
1,122,2,Resort Hotel,0,6,2016,January,2,2,5,0,1,0,0,HB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,87,174,0,Transient-Party,61,0,0,Check-Out,2016-01-07
2,272,4,Resort Hotel,0,5,2016,January,2,3,4,1,2,0,0,HB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,87,174,0,Transient-Party,68,0,0,Check-Out,2016-01-08
1,244,4,Resort Hotel,0,5,2016,January,2,3,4,1,1,0,0,HB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,87,174,0,Transient-Party,61,0,0,Check-Out,2016-01-08
2,272,4,Resort Hotel,0,5,2016,January,2,3,4,1,2,0,0,HB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,87,174,0,Transient-Party,68,0,0,Check-Out,2016-01-08
2,272,4,Resort Hotel,0,5,2016,January,2,3,4,1,2,0,0,HB,PRT,Groups,Corporate,0,0,0,A,A,2,No Deposit,87,174,0,Transient-Party,68,0,0,Check-Out,2016-01-08
2,272,4,Resort Hotel,0,5,2016,January,2,3,4,1,2,0,0,HB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,87,174,0,Transient-Party,68,0,0,Check-Out,2016-01-08
2,272,4,Resort Hotel,0,5,2016,January,2,3,4,1,2,0,0,HB,PRT,Groups,Corporate,0,0,0,A,A,1,No Deposit,87,174,0,Transient-Party,68,0,0,Check-Out,2016-01-08
2,272,4,Resort Hotel,0,5,2016,January,2,3,4,1,2,0,0,HB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,87,174,0,Transient-Party,68,0,0,Check-Out,2016-01-08
2,272,4,Resort Hotel,0,5,2016,January,2,3,4,1,2,0,0,HB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,87,174,0,Transient-Party,68,1,0,Check-Out,2016-01-08
2,272,4,Resort Hotel,0,5,2016,January,2,3,4,1,2,0,0,HB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,87,174,0,Transient-Party,68,0,0,Check-Out,2016-01-08
1,114,3,Resort Hotel,0,8,2016,January,2,3,5,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,139,99,0,Transient,38,0,0,Check-Out,2016-01-08
1,114,3,Resort Hotel,0,0,2016,February,10,2,29,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,1,No Deposit,87,99,0,Transient,38,0,0,Check-Out,2016-03-03
1,126,3,Resort Hotel,0,0,2016,April,16,2,11,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,87,99,0,Transient,42,0,0,Check-Out,2016-04-14
2,272,4,Resort Hotel,0,5,2016,January,2,3,4,1,2,0,0,HB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,87,174,0,Transient-Party,68,0,0,Check-Out,2016-01-08
1,94.5,1,Resort Hotel,1,8,2016,May,21,1,20,0,1,0,0,BB,PRT,Groups,Corporate,1,1,1,D,D,1,Non Refund,87,174,0,Transient-Party,94.5,0,0,Canceled,2016-05-18
1,122,2,Resort Hotel,0,7,2016,January,2,2,6,0,1,0,0,HB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,87,174,0,Transient-Party,61,0,0,Check-Out,2016-01-08
2,472,4,Resort Hotel,0,5,2016,January,2,3,4,1,2,0,0,HB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,87,174,0,Transient-Party,118,0,0,Check-Out,2016-01-08
1,30,1,Resort Hotel,0,30,2016,January,3,0,11,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,108,0,Transient,30,0,0,Check-Out,2016-01-12
1,35,1,Resort Hotel,0,62,2017,March,11,0,13,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,87,108,0,Transient,35,0,0,Check-Out,2017-03-14
1,30,1,Resort Hotel,0,30,2016,January,3,0,11,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,108,0,Transient,30,0,0,Check-Out,2016-01-12
1,75,1,Resort Hotel,0,44,2017,June,23,1,7,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,87,108,0,Transient-Party,75,0,0,Check-Out,2017-06-08
1,30,1,Resort Hotel,0,0,2016,March,11,1,10,0,1,0,0,BB,PRT,Direct,Direct,1,0,1,A,E,0,No Deposit,87,290,0,Transient,30,0,0,Check-Out,2016-03-11
1,38,1,Resort Hotel,0,5,2016,January,3,0,11,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,274,0,Transient,38,0,0,Check-Out,2016-01-12
1,81,1,Resort Hotel,0,17,2016,May,19,0,2,1,1,0,0,BB,PRT,Direct,Direct,1,0,2,D,D,0,No Deposit,250,399,0,Transient-Party,81,0,0,Check-Out,2016-05-03
2,43,1,Resort Hotel,0,0,2016,January,3,1,12,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,87,250,0,Transient,43,0,0,Check-Out,2016-01-13
1,30,1,Resort Hotel,0,8,2016,January,3,1,13,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,87,358,0,Transient,30,0,0,Check-Out,2016-01-14
1,79,1,Resort Hotel,1,11,2016,June,27,0,27,1,1,0,0,BB,PRT,Corporate,Corporate,1,1,1,A,A,0,No Deposit,87,358,0,Transient,79,0,0,Canceled,2016-06-21
2,43,1,Resort Hotel,0,9,2016,January,3,1,14,0,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,87,361,0,Transient,43,0,1,Check-Out,2016-01-15
1,38,1,Resort Hotel,0,0,2016,January,3,1,15,0,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,87,110,0,Transient,38,0,0,Check-Out,2016-01-16
2,105,3,Resort Hotel,0,0,2016,March,11,3,8,0,2,0,0,BB,PRT,Direct,Direct,1,0,6,A,D,3,No Deposit,87,390,0,Transient,35,0,0,Check-Out,2016-03-11
1,42,1,Resort Hotel,0,0,2016,April,16,0,11,1,1,0,0,BB,PRT,Corporate,TA/TO,1,0,11,A,D,0,No Deposit,87,390,0,Transient,42,0,1,Check-Out,2016-04-12
1,60,2,Resort Hotel,0,0,2016,December,50,1,5,1,1,0,0,BB,PRT,Corporate,TA/TO,1,0,12,A,D,0,No Deposit,87,390,0,Transient,30,0,1,Check-Out,2016-12-07
1,105,3,Resort Hotel,0,1,2017,January,2,2,13,1,1,0,0,BB,PRT,Corporate,TA/TO,1,0,13,A,A,1,No Deposit,87,390,0,Transient,35,0,1,Check-Out,2017-01-16
1,35,1,Resort Hotel,0,0,2017,February,8,0,19,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,14,A,C,0,No Deposit,87,390,0,Transient-Party,35,0,2,Check-Out,2017-02-20
2,114.99,3,Resort Hotel,0,3,2017,February,8,2,20,1,2,0,0,BB,PRT,Corporate,Corporate,1,0,14,A,C,1,No Deposit,87,390,0,Transient-Party,38.33,0,2,Check-Out,2017-02-23
1,35,1,Resort Hotel,0,1,2017,March,13,1,29,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,16,A,D,1,No Deposit,87,390,0,Transient,35,0,1,Check-Out,2017-03-30
1,220,5,Resort Hotel,0,1,2016,January,3,4,13,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,87,362,0,Transient,44,1,0,Check-Out,2016-01-18
1,30,1,Resort Hotel,0,3,2016,January,4,0,18,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,87,99,0,Transient,30,0,0,Check-Out,2016-01-19
1,42,1,Resort Hotel,0,1,2016,April,16,1,12,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,87,99,0,Transient,42,0,0,Check-Out,2016-04-13
2,0,0,Resort Hotel,0,1,2016,May,20,0,12,0,2,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,E,1,No Deposit,87,99,0,Transient,0,0,0,Check-Out,2016-05-12
1,38,1,Resort Hotel,0,3,2016,January,4,0,18,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,87,366,0,Transient,38,0,0,Check-Out,2016-01-19
1,39,1,Resort Hotel,0,0,2016,January,4,1,19,0,1,0,0,BB,ESP,Corporate,Corporate,0,0,0,A,D,0,No Deposit,87,372,0,Transient,39,1,0,Check-Out,2016-01-20
1,30,1,Resort Hotel,0,5,2016,January,4,1,20,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,87,365,0,Transient,30,0,0,Check-Out,2016-01-21
1,90,3,Resort Hotel,0,4,2016,January,4,2,18,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,87,99,0,Transient,30,0,0,Check-Out,2016-01-21
1,0,2,Resort Hotel,0,6,2016,January,4,2,19,0,1,0,0,BB,GBR,Complementary,Direct,0,0,0,A,F,4,No Deposit,87,277,0,Transient,0,0,0,Check-Out,2016-01-21
3,67.5,1,Resort Hotel,0,2,2016,January,4,1,20,0,3,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,C,1,No Deposit,87,331,0,Transient,67.5,0,1,Check-Out,2016-01-21
1,30,1,Resort Hotel,0,0,2016,January,4,1,20,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,87,109,0,Transient,30,0,0,Check-Out,2016-01-21
1,30,1,Resort Hotel,0,2,2016,February,9,1,24,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,87,14,0,Transient,30,0,0,Check-Out,2016-02-25
1,30,1,Resort Hotel,0,3,2016,January,4,1,21,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,87,47,0,Transient,30,0,0,Check-Out,2016-01-22
1,120,4,Resort Hotel,0,0,2016,February,8,3,15,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,87,47,0,Transient,30,0,0,Check-Out,2016-02-19
1,120,4,Resort Hotel,0,0,2016,March,12,3,14,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,87,47,0,Transient,30,0,0,Check-Out,2016-03-18
1,108,4,Resort Hotel,0,7,2016,January,4,3,18,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,94,0,Transient,27,0,0,Check-Out,2016-01-22
1,108,4,Resort Hotel,0,6,2016,November,47,3,14,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,87,94,0,Transient,27,0,0,Check-Out,2016-11-18
1,70,2,Resort Hotel,0,2,2017,January,4,2,25,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,D,0,No Deposit,87,94,0,Transient-Party,35,0,0,Check-Out,2017-01-27
1,38,1,Resort Hotel,0,7,2017,January,2,1,12,0,1,0,0,BB,PRT,Corporate,TA/TO,1,0,1,A,A,0,No Deposit,87,39,0,Group,38,1,0,Check-Out,2017-01-13
1,77,2,Resort Hotel,0,5,2017,March,11,2,14,0,1,0,0,BB,PRT,Corporate,TA/TO,1,0,2,A,F,0,No Deposit,87,39,0,Transient,38.5,1,1,Check-Out,2017-03-16
1,52,1,Resort Hotel,0,0,2017,May,22,0,29,1,1,0,0,BB,PRT,Corporate,TA/TO,1,0,3,A,A,0,No Deposit,87,39,0,Transient,52,1,1,Check-Out,2017-05-30
1,142,1,Resort Hotel,0,2,2017,July,29,1,19,0,1,0,0,BB,PRT,Corporate,TA/TO,1,0,4,A,C,1,No Deposit,87,39,0,Transient,142,1,1,Check-Out,2017-07-20
1,27,1,Resort Hotel,0,0,2016,January,5,1,26,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,87,154,0,Transient,27,0,0,Check-Out,2016-01-27
1,25,1,Resort Hotel,0,5,2016,January,5,1,26,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,87,94,0,Transient,25,1,0,Check-Out,2016-01-27
1,99,3,Resort Hotel,0,3,2016,January,5,2,25,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,87,207,0,Transient,33,1,0,Check-Out,2016-01-28
1,30,1,Resort Hotel,0,7,2016,January,5,1,27,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,87,358,0,Transient,30,0,0,Check-Out,2016-01-28
1,231,3,Resort Hotel,0,0,2016,June,24,2,6,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,3,A,G,2,No Deposit,87,269,0,Group,77,1,0,Check-Out,2016-06-09
1,130,2,Resort Hotel,0,5,2016,June,26,1,20,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,4,A,A,0,No Deposit,87,269,0,Transient,65,0,0,Check-Out,2016-06-22
1,195,3,Resort Hotel,0,6,2016,September,38,2,12,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,5,A,A,0,No Deposit,87,269,0,Transient,65,0,0,Check-Out,2016-09-15
1,90,2,Resort Hotel,0,8,2016,October,43,2,19,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,6,A,A,0,No Deposit,87,269,0,Transient,45,0,0,Check-Out,2016-10-21
1,45,1,Resort Hotel,0,3,2016,October,44,1,27,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,7,A,A,0,No Deposit,87,269,0,Transient,45,0,0,Check-Out,2016-10-28
1,30,1,Resort Hotel,0,1,2016,November,48,1,22,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,8,A,D,0,No Deposit,87,269,0,Transient,30,1,0,Check-Out,2016-11-23
1,30,1,Resort Hotel,0,3,2016,December,50,1,6,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,9,A,D,0,No Deposit,87,269,0,Transient,30,0,0,Check-Out,2016-12-07
1,84,2,Resort Hotel,0,4,2017,January,4,2,24,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,10,A,D,0,No Deposit,87,269,0,Transient,42,1,0,Check-Out,2017-01-26
1,38.5,1,Resort Hotel,0,6,2017,February,6,1,7,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,11,A,A,0,No Deposit,87,269,0,Transient,38.5,1,0,Check-Out,2017-02-08
1,126,3,Resort Hotel,0,4,2017,March,10,2,6,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,12,A,A,0,No Deposit,87,269,0,Transient,42,1,0,Check-Out,2017-03-09
1,48.5,1,Resort Hotel,0,2,2017,April,15,1,12,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,13,A,D,0,No Deposit,87,269,0,Transient,48.5,1,0,Check-Out,2017-04-13
1,48.5,1,Resort Hotel,0,8,2017,April,17,1,27,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,14,A,A,0,No Deposit,87,269,0,Transient,48.5,1,0,Check-Out,2017-04-28
1,154,2,Resort Hotel,0,8,2017,June,23,2,7,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,15,A,A,0,No Deposit,87,269,0,Transient,77,1,0,Check-Out,2017-06-09
2,121.6,1,City Hotel,1,4,2016,August,34,1,20,0,2,0,0,BB,PRT,Online TA,Corporate,0,0,0,A,A,0,Non Refund,87,47,0,Transient,121.6,0,0,Canceled,2016-08-17
2,121.6,1,City Hotel,1,4,2016,August,34,1,20,0,2,0,0,BB,PRT,Online TA,Corporate,0,0,0,A,A,0,Non Refund,87,47,0,Transient,121.6,0,0,Canceled,2016-08-17
2,121.6,1,City Hotel,1,4,2016,August,34,1,20,0,2,0,0,BB,PRT,Online TA,Corporate,0,0,0,A,A,0,Non Refund,87,47,0,Transient,121.6,0,0,Canceled,2016-08-17
2,121.6,1,City Hotel,1,4,2016,August,34,1,20,0,2,0,0,BB,PRT,Online TA,Corporate,0,0,0,A,A,0,Non Refund,87,47,0,Transient,121.6,0,0,Canceled,2016-08-17
2,167,1,City Hotel,1,5,2016,August,35,0,21,1,2,0,0,BB,PRT,Online TA,Corporate,0,0,0,A,A,0,Non Refund,87,47,0,Transient,167,0,0,Canceled,2016-08-17
2,167,1,City Hotel,1,5,2016,August,35,0,21,1,2,0,0,BB,PRT,Online TA,Corporate,0,0,0,A,A,0,Non Refund,87,47,0,Transient,167,0,0,Canceled,2016-08-17
2,167,1,City Hotel,1,5,2016,August,35,0,21,1,2,0,0,BB,PRT,Online TA,Corporate,0,0,0,A,A,0,Non Refund,87,47,0,Transient,167,0,0,Canceled,2016-08-17
2,167,1,City Hotel,1,5,2016,August,35,0,21,1,2,0,0,BB,PRT,Online TA,Corporate,0,0,0,A,A,0,Non Refund,87,47,0,Transient,167,0,0,Canceled,2016-08-17
2,167,1,City Hotel,1,5,2016,August,35,0,21,1,2,0,0,BB,PRT,Online TA,Corporate,0,0,0,A,A,0,Non Refund,87,47,0,Transient,167,0,0,Canceled,2016-08-17
4,1469.92,8,City Hotel,1,40,2016,August,35,5,22,3,3,1,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,No Deposit,87,277,0,Transient,183.74,0,3,Canceled,2016-08-22
2,0,0,City Hotel,1,1,2016,September,37,0,5,0,2,0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,87,45,0,Transient,0,0,0,Canceled,2016-09-05
1,318,3,City Hotel,1,192,2016,September,37,2,5,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,Non Refund,87,51,0,Transient-Party,106,0,0,Canceled,2016-08-29
1,110,1,City Hotel,1,5,2016,September,38,0,12,1,1,0,0,BB,PRT,Aviation,Corporate,0,0,0,D,D,0,No Deposit,87,153,0,Transient,110,0,0,Canceled,2016-09-08
1,110,1,City Hotel,1,5,2016,September,38,0,12,1,1,0,0,BB,PRT,Aviation,Corporate,0,0,0,D,D,0,No Deposit,87,153,0,Transient,110,0,0,Canceled,2016-09-08
1,220,2,City Hotel,1,5,2016,September,38,1,12,1,1,0,0,BB,PRT,Aviation,Corporate,0,0,0,D,D,0,No Deposit,87,153,0,Transient,110,0,0,Canceled,2016-09-08
1,318,3,City Hotel,1,199,2016,September,38,2,12,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,Non Refund,87,51,0,Transient-Party,106,0,0,Canceled,2016-08-29
1,130,2,City Hotel,0,0,2016,September,38,2,13,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,B,0,No Deposit,87,40,0,Group,65,0,0,Check-Out,2016-09-15
3,230,2,City Hotel,1,72,2016,September,38,2,14,0,3,0,0,SC,PRT,Corporate,Corporate,0,0,0,A,A,1,Non Refund,87,233,0,Transient,115,0,1,Canceled,2016-09-07
2,200,2,City Hotel,1,72,2016,September,38,2,14,0,2,0,0,SC,PRT,Corporate,Corporate,0,0,0,A,A,1,Non Refund,87,233,0,Transient,100,0,1,Canceled,2016-09-07
2,100,1,City Hotel,1,73,2016,September,38,1,15,0,2,0,0,SC,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,87,233,0,Transient,100,0,1,Canceled,2016-09-07
2,100,1,City Hotel,1,13,2016,September,38,1,15,0,2,0,0,SC,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,233,0,Transient-Party,100,0,1,No-Show,2016-09-15
2,100,1,City Hotel,1,73,2016,September,38,1,15,0,2,0,0,SC,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,87,233,0,Transient,100,0,1,Canceled,2016-09-07
2,100,1,City Hotel,1,73,2016,September,38,1,15,0,2,0,0,SC,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,87,233,0,Transient,100,0,1,Canceled,2016-09-07
2,100,1,City Hotel,1,73,2016,September,38,1,15,0,2,0,0,SC,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,87,233,0,Transient,100,0,1,Canceled,2016-09-07
2,853.15,5,City Hotel,1,30,2016,September,39,3,18,2,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,No Deposit,87,277,0,Transient,170.63,0,1,Canceled,2016-09-09
1,318,3,City Hotel,1,206,2016,September,39,2,19,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,Non Refund,87,51,0,Transient-Party,106,0,0,Canceled,2016-08-29
1,440,4,City Hotel,1,12,2016,September,39,3,19,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,D,D,2,No Deposit,87,280,0,Transient,110,0,0,Canceled,2016-09-09
1,330,3,City Hotel,1,13,2016,September,39,3,20,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,D,D,1,No Deposit,87,280,0,Transient,110,0,0,Canceled,2016-09-09
1,169,1,City Hotel,1,2,2016,September,39,1,21,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,309,0,Transient,169,0,0,No-Show,2016-09-21
1,318,3,City Hotel,1,213,2016,September,40,2,26,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,Non Refund,87,51,0,Transient-Party,106,0,0,Canceled,2016-08-29
1,110,1,City Hotel,1,10,2016,September,40,1,30,0,1,0,0,BB,PRT,Aviation,Corporate,0,0,0,D,D,0,No Deposit,87,153,0,Transient,110,0,0,Canceled,2016-09-28
1,110,1,City Hotel,1,10,2016,September,40,1,30,0,1,0,0,BB,PRT,Aviation,Corporate,0,0,0,D,D,0,No Deposit,87,153,0,Transient,110,0,0,Canceled,2016-09-28
1,110,1,City Hotel,1,10,2016,September,40,1,30,0,1,0,0,BB,PRT,Aviation,Corporate,0,0,0,D,D,0,No Deposit,87,153,0,Transient,110,0,0,Canceled,2016-09-28
1,220,2,City Hotel,1,4,2016,September,40,2,30,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,4,No Deposit,87,321,0,Transient-Party,110,0,0,Canceled,2016-09-28
1,110,1,City Hotel,1,5,2016,October,40,1,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,87,321,0,Transient-Party,110,0,0,Canceled,2016-09-28
